Object,tool,quantity,time,type
Stone Roof,Salvaged Hammer,12,14 min 5 sec,Melee
Stone Roof,Salvaged Icepick,64,1 hour 15 min 28 sec,Melee
Stone Roof,Salvaged Icepick,7,7 min 33 sec,Melee
Stone Roof,Stone Hatchet,642,4 hours 20 min 41 sec,Melee
Stone Roof,Stone Hatchet,65,26 min 4 sec,Melee
Stone Roof,Stone Pickaxe,340,2 hours 2 min 50 sec,Melee
Stone Roof,Stone Pickaxe,33,12 min 15 sec,Melee
Stone Roof,Stone Spear,260,1 hour 15 min 46 sec,Melee
Stone Roof,Stone Spear,26,7 min 34 sec,Melee
Stone Roof,Longsword,209,1 hour 54 min 36 sec,Melee
Stone Roof,Longsword,21,11 min 28 sec,Melee
Stone Roof,Salvaged Sword,157,1 hour 46 min 46 sec,Melee
Stone Roof,Salvaged Sword,16,10 min 40 sec,Melee
Stone Roof,Torch,1924,18 hours 35 min 23 sec,Melee
Stone Roof,TorchLit,7143,20 hours 2 min 22 sec,Melee
Stone Roof,Torch,193,1 hour 51 min 32 sec,Melee
Stone Roof,TorchLit,715,2 hours 14 sec,Melee
Stone Roof,Wooden Spear,236,1 hour 43 min 55 sec,Melee
Stone Roof,Wooden Spear,23,10 min 22 sec,Melee
Metal Roof,40mm HE Grenade,57,1 min 12 sec,Explosive
Metal Roof,40mm HE Grenade,56,1 min 12 sec,Explosive
Metal Roof,Rocket,8,42 sec,Explosive
Metal Roof,High Velocity Rocket,67,6 min 36 sec,Explosive
Metal Roof,Timed Explosive Charge,4,14 sec,Explosive
Metal Roof,Beancan Grenade ,112,7 min 2 sec,Explosive
Metal Roof,F1 Grenade ,993,49 min 41 sec,Explosive
Metal Roof,Satchel Charge,23,42 sec,Explosive
Metal Roof,Explosive 5.56 Rifle Ammo,400,2 min 51 sec,Explosive
Metal Roof,Explosive 5.56 Rifle Ammo,399,2 min 51 sec,Explosive
Metal Roof,Flashlight,5129,19 hours 56 min 35 sec,Melee
Metal Roof,Flashlight,513,1 hour 59 min 39 sec,Melee
Metal Roof,Jackhammer,439,1 hour 30 min 38 sec,Melee
Metal Roof,JackhammerWorkbench Refill,25,2 hours 17 min 50 sec,Melee
Metal Roof,Jackhammer,44,9 min 3 sec,Melee
Metal Roof,JackhammerWorkbench Refill,3,13 min 16 sec,Melee
Metal Roof,Bone Club,3473,17 hours 10 min 5 sec,Melee
Metal Roof,Bone Club,348,1 hour 43 min ,Melee
Metal Roof,Bone Knife,1737,8 hours 35 min 2 sec,Melee
Metal Roof,Bone Knife,167,51 min 22 sec,Melee
Metal Roof,Chainsaw,2778,5 hours 24 min 3 sec,Melee
Metal Roof,Chainsaw,278,32 min 23 sec,Melee
Metal Roof,Salvaged Cleaver,834,9 hours 29 min 27 sec,Melee
Metal Roof,Salvaged Cleaver,84,56 min 57 sec,Melee
Metal Roof,Hatchet,598,10 hours 9 min 57 sec,Melee
Metal Roof,Hatchet,59,1 hour 58 sec,Melee
Metal Roof,Combat Knife,1466,4 hours 6 min 38 sec,Melee
Metal Roof,Combat Knife,147,24 min 39 sec,Melee
Metal Roof,Mace,1053,11 hours 24 min 12 sec,Melee
Metal Roof,Mace,106,1 hour 8 min 25 sec,Melee
Metal Roof,Machete,1099,8 hours 14 min 30 sec,Melee
Metal Roof,Machete,110,49 min 27 sec,Melee
Metal Roof,Paddle,776,11 hours 47 min 22 sec,Melee
Metal Roof,Paddle,76,1 hour 10 min 42 sec,Melee
Metal Roof,Pickaxe,345,8 hours 25 min 44 sec,Melee
Metal Roof,Pickaxe,35,50 min 34 sec,Melee
Metal Roof,Rock,2942,36 hours 55 min 41 sec,Melee
Metal Roof,Rock,295,3 hours 41 min 34 sec,Melee
Metal Roof,Salvaged Axe,397,7 hours 49 min 34 sec,Melee
Metal Roof,Salvaged Axe,39,46 min 56 sec,Melee
Metal Roof,Salvaged Hammer,463,9 hours 23 min 16 sec,Melee
Metal Roof,Salvaged Hammer,46,56 min 19 sec,Melee
Metal Roof,Salvaged Icepick,298,5 hours 52 min 10 sec,Melee
Metal Roof,Salvaged Icepick,30,35 min 12 sec,Melee
Metal Roof,Stone Hatchet,2565,17 hours 22 min 44 sec,Melee
Metal Roof,Stone Hatchet,257,1 hour 44 min 16 sec,Melee
Metal Roof,Stone Pickaxe,1611,9 hours 42 min 24 sec,Melee
Metal Roof,Stone Pickaxe,155,58 min 7 sec,Melee
Metal Roof,Stone Spear,1299,6 hours 18 min 47 sec,Melee
Metal Roof,Stone Spear,130,37 min 52 sec,Melee
Metal Roof,Longsword,834,7 hours 38 min 21 sec,Melee
Metal Roof,Longsword,84,45 min 51 sec,Melee
Metal Roof,Salvaged Sword,625,7 hours 7 min 4 sec,Melee
Metal Roof,Salvaged Sword,61,42 min 40 sec,Melee
Metal Roof,Torch,7693,74 hours 21 min 32 sec,Melee
Metal Roof,TorchLit,28572,80 hours 9 min 31 sec,Melee
Metal Roof,Torch,770,7 hours 26 min 9 sec,Melee
Metal Roof,TorchLit,2858,8 hours 57 sec,Melee
Metal Roof,Wooden Spear,1177,8 hours 39 min 36 sec,Melee
Metal Roof,Wooden Spear,118,51 min 57 sec,Melee
Armored Roof,40mm HE Grenade,114,2 min 26 sec,Explosive
Armored Roof,40mm HE Grenade,111,2 min 24 sec,Explosive
Armored Roof,Rocket,15,1 min 24 sec,Explosive
Armored Roof,High Velocity Rocket,134,13 min 18 sec,Explosive
Armored Roof,Timed Explosive Charge,8,20 sec,Explosive
Armored Roof,Beancan Grenade ,223,13 min 58 sec,Explosive
Armored Roof,F1 Grenade ,1986,1 hour 39 min 20 sec,Explosive
Armored Roof,Satchel Charge,46,1 min 16 sec,Explosive
Armored Roof,Explosive 5.56 Rifle Ammo,799,5 min 46 sec,Explosive
Armored Roof,Explosive 5.56 Rifle Ammo,798,5 min 46 sec,Explosive
Armored Roof,Flashlight,10257,39 hours 53 min 10 sec,Melee
Armored Roof,Flashlight,1026,3 hours 59 min 19 sec,Melee
Armored Roof,Jackhammer,878,3 hours 1 min 17 sec,Melee
Armored Roof,JackhammerWorkbench Refill,49,4 hours 35 min 40 sec,Melee
Armored Roof,Jackhammer,87,18 min 6 sec,Melee
Armored Roof,JackhammerWorkbench Refill,5,26 min 50 sec,Melee
Armored Roof,Bone Club,6945,34 hours 20 min 10 sec,Melee
Armored Roof,Bone Club,695,3 hours 26 min ,Melee
Armored Roof,Bone Knife,3473,17 hours 10 min 5 sec,Melee
Armored Roof,Bone Knife,334,1 hour 42 min 46 sec,Melee
Armored Roof,Chainsaw,5556,10 hours 48 min 8 sec,Melee
Armored Roof,Chainsaw,556,1 hour 4 min 48 sec,Melee
Armored Roof,Salvaged Cleaver,1667,18 hours 58 min 54 sec,Melee
Armored Roof,Salvaged Cleaver,167,1 hour 53 min 54 sec,Melee
Armored Roof,Hatchet,1195,20 hours 19 min 54 sec,Melee
Armored Roof,Hatchet,118,2 hours 1 min 57 sec,Melee
Armored Roof,Combat Knife,2931,8 hours 13 min 17 sec,Melee
Armored Roof,Combat Knife,294,49 min 20 sec,Melee
Armored Roof,Mace,2106,22 hours 48 min 25 sec,Melee
Armored Roof,Mace,211,2 hours 16 min 50 sec,Melee
Armored Roof,Machete,2198,16 hours 29 min ,Melee
Armored Roof,Machete,220,1 hour 38 min 54 sec,Melee
Armored Roof,Paddle,1551,23 hours 34 min 43 sec,Melee
Armored Roof,Paddle,152,2 hours 21 min 24 sec,Melee
Armored Roof,Pickaxe,690,16 hours 51 min 29 sec,Melee
Armored Roof,Pickaxe,69,1 hour 41 min 8 sec,Melee
Armored Roof,Rock,5883,73 hours 51 min 22 sec,Melee
Armored Roof,Rock,589,7 hours 23 min 8 sec,Melee
Armored Roof,Salvaged Axe,794,15 hours 39 min 9 sec,Melee
Armored Roof,Salvaged Axe,78,1 hour 33 min 53 sec,Melee
Armored Roof,Salvaged Hammer,926,18 hours 46 min 32 sec,Melee
Armored Roof,Salvaged Hammer,92,1 hour 52 min 38 sec,Melee
Armored Roof,Salvaged Icepick,596,11 hours 44 min 22 sec,Melee
Armored Roof,Salvaged Icepick,59,1 hour 10 min 25 sec,Melee
Armored Roof,Stone Hatchet,5129,34 hours 45 min 28 sec,Melee
Armored Roof,Stone Hatchet,513,3 hours 28 min 32 sec,Melee
Armored Roof,Stone Pickaxe,3221,19 hours 24 min 47 sec,Melee
Armored Roof,Stone Pickaxe,309,1 hour 56 min 15 sec,Melee
Armored Roof,Stone Spear,2598,12 hours 37 min 35 sec,Melee
Armored Roof,Stone Spear,260,1 hour 15 min 46 sec,Melee
Armored Roof,Longsword,1667,15 hours 16 min 40 sec,Melee
Armored Roof,Longsword,167,1 hour 31 min 40 sec,Melee
Armored Roof,Salvaged Sword,1250,14 hours 14 min 9 sec,Melee
Armored Roof,Salvaged Sword,122,1 hour 25 min 21 sec,Melee
Armored Roof,Torch,15385,148 hours 43 min 4 sec,Melee
Armored Roof,TorchLit,57143,160 hours 19 min 2 sec,Melee
Armored Roof,Torch,1539,14 hours 52 min 18 sec,Melee
Armored Roof,TorchLit,5715,16 hours 1 min 54 sec,Melee
Armored Roof,Wooden Spear,2353,17 hours 19 min 12 sec,Melee
Armored Roof,Wooden Spear,236,1 hour 43 min 55 sec,Melee
Twig Low Wall,40mm HE Grenade,1,1 sec,Explosive
Twig Low Wall,Rocket,1,1 sec,Explosive
Twig Low Wall,Incendiary Rocket,1,1 sec,Explosive
Twig Low Wall,High Velocity Rocket,1,1 sec,Explosive
Twig Low Wall,Timed Explosive Charge,1,10 sec,Explosive
Twig Low Wall,Beancan Grenade ,1,6 sec,Explosive
Twig Low Wall,Fire Arrow,1,1 sec,Explosive
Twig Low Wall,F1 Grenade ,1,5 sec,Explosive
Twig Low Wall,Flame Thrower,2,17 sec,Explosive
Twig Low Wall,Satchel Charge,1,9 sec,Explosive
Twig Low Wall,Explosive 5.56 Rifle Ammo,2,1 sec,Explosive
Twig Low Wall,Explosive 5.56 Rifle Ammo,1,1 sec,Explosive
Twig Low Wall,Flashlight,3,36 sec,Melee
Twig Low Wall,Flashlight,1,4 sec,Melee
Twig Low Wall,Jackhammer,1,5 sec,Melee
Twig Low Wall,JackhammerWorkbench Refill,1,5 sec,Melee
Twig Low Wall,Bone Club,2,30 sec,Melee
Twig Low Wall,Bone Club,1,3 sec,Melee
Twig Low Wall,Bone Knife,2,23 sec,Melee
Twig Low Wall,Bone Knife,1,2 sec,Melee
Twig Low Wall,Chainsaw,2,9 sec,Melee
Twig Low Wall,Chainsaw,1,1 sec,Melee
Twig Low Wall,Salvaged Cleaver,1,18 sec,Melee
Twig Low Wall,Hatchet,1,18 sec,Melee
Twig Low Wall,Combat Knife,2,11 sec,Melee
Twig Low Wall,Combat Knife,1,1 sec,Melee
Twig Low Wall,Mace,1,20 sec,Melee
Twig Low Wall,Machete,1,15 sec,Melee
Twig Low Wall,Paddle,1,21 sec,Melee
Twig Low Wall,Pickaxe,1,25 sec,Melee
Twig Low Wall,Rock,2,1 min 6 sec,Melee
Twig Low Wall,Rock,1,6 sec,Melee
Twig Low Wall,Salvaged Axe,1,16 sec,Melee
Twig Low Wall,Salvaged Hammer,1,17 sec,Melee
Twig Low Wall,Salvaged Icepick,1,16 sec,Melee
Twig Low Wall,Stone Hatchet,2,31 sec,Melee
Twig Low Wall,Stone Hatchet,1,3 sec,Melee
Twig Low Wall,Stone Pickaxe,2,28 sec,Melee
Twig Low Wall,Stone Pickaxe,1,2 sec,Melee
Twig Low Wall,Stone Spear,2,23 sec,Melee
Twig Low Wall,Stone Spear,1,3 sec,Melee
Twig Low Wall,Longsword,1,14 sec,Melee
Twig Low Wall,Salvaged Sword,1,12 sec,Melee
Twig Low Wall,Torch,4,2 min 13 sec,Melee
Twig Low Wall,TorchLit,3,24 sec,Melee
Twig Low Wall,Torch,1,13 sec,Melee
Twig Low Wall,TorchLit,1,9 sec,Melee
Twig Low Wall,Wooden Spear,2,31 sec,Melee
Twig Low Wall,Wooden Spear,1,3 sec,Melee
Wooden Low Wall,40mm HE Grenade,8,8 sec,Explosive
Wooden Low Wall,Rocket,2,6 sec,Explosive
Wooden Low Wall,Incendiary Rocket,1,20 sec,Explosive
Wooden Low Wall,High Velocity Rocket,9,48 sec,Explosive
Wooden Low Wall,High Velocity Rocket,8,42 sec,Explosive
Wooden Low Wall,Timed Explosive Charge,1,10 sec,Explosive
Wooden Low Wall,Beancan Grenade ,13,51 sec,Explosive
Wooden Low Wall,Fire Arrow,125,2 min 4 sec,Explosive
Wooden Low Wall,F1 Grenade ,59,2 min 59 sec,Explosive
Wooden Low Wall,Flame Thrower,206,44 sec,Explosive
Wooden Low Wall,Satchel Charge,3,12 sec,Explosive
Wooden Low Wall,Explosive 5.56 Rifle Ammo,49,21 sec,Explosive
Wooden Low Wall,Explosive 5.56 Rifle Ammo,44,15 sec,Explosive
Wooden Low Wall,Flashlight,642,2 hours 29 min 35 sec,Melee
Wooden Low Wall,Flashlight,65,14 min 58 sec,Melee
Wooden Low Wall,Jackhammer,22,4 min 31 sec,Melee
Wooden Low Wall,JackhammerWorkbench Refill,2,6 min 35 sec,Melee
Wooden Low Wall,Jackhammer,3,27 sec,Melee
Wooden Low Wall,JackhammerWorkbench Refill,1,31 sec,Melee
Wooden Low Wall,Bone Club,435,2 hours 8 min 45 sec,Melee
Wooden Low Wall,Bone Club,44,12 min 52 sec,Melee
Wooden Low Wall,Bone Knife,42,12 min 50 sec,Melee
Wooden Low Wall,Bone Knife,4,1 min 16 sec,Melee
Wooden Low Wall,Chainsaw,35,4 min 2 sec,Melee
Wooden Low Wall,Chainsaw,3,23 sec,Melee
Wooden Low Wall,Salvaged Cleaver,11,7 min 8 sec,Melee
Wooden Low Wall,Salvaged Cleaver,1,42 sec,Melee
Wooden Low Wall,Hatchet,12,11 min 54 sec,Melee
Wooden Low Wall,Hatchet,2,1 min 12 sec,Melee
Wooden Low Wall,Combat Knife,37,6 min 9 sec,Melee
Wooden Low Wall,Combat Knife,4,36 sec,Melee
Wooden Low Wall,Mace,132,1 hour 25 min 31 sec,Melee
Wooden Low Wall,Mace,14,8 min 33 sec,Melee
Wooden Low Wall,Machete,14,6 min 11 sec,Melee
Wooden Low Wall,Machete,2,37 sec,Melee
Wooden Low Wall,Paddle,97,1 hour 28 min 24 sec,Melee
Wooden Low Wall,Paddle,10,8 min 50 sec,Melee
Wooden Low Wall,Pickaxe,11,15 min 47 sec,Melee
Wooden Low Wall,Pickaxe,1,1 min 34 sec,Melee
Wooden Low Wall,Rock,368,4 hours 36 min 57 sec,Melee
Wooden Low Wall,Rock,37,27 min 41 sec,Melee
Wooden Low Wall,Salvaged Axe,6,7 min 2 sec,Melee
Wooden Low Wall,Salvaged Axe,1,42 sec,Melee
Wooden Low Wall,Salvaged Hammer,58,1 hour 10 min 24 sec,Melee
Wooden Low Wall,Salvaged Hammer,6,7 min 2 sec,Melee
Wooden Low Wall,Salvaged Icepick,8,8 min 48 sec,Melee
Wooden Low Wall,Salvaged Icepick,1,52 sec,Melee
Wooden Low Wall,Stone Hatchet,46,18 min 36 sec,Melee
Wooden Low Wall,Stone Hatchet,5,1 min 52 sec,Melee
Wooden Low Wall,Stone Pickaxe,96,34 min 28 sec,Melee
Wooden Low Wall,Stone Pickaxe,10,3 min 27 sec,Melee
Wooden Low Wall,Stone Spear,65,18 min 56 sec,Melee
Wooden Low Wall,Stone Spear,7,1 min 54 sec,Melee
Wooden Low Wall,Longsword,11,5 min 44 sec,Melee
Wooden Low Wall,Longsword,1,34 sec,Melee
Wooden Low Wall,Salvaged Sword,8,5 min 19 sec,Melee
Wooden Low Wall,Salvaged Sword,1,31 sec,Melee
Wooden Low Wall,Torch,962,9 hours 17 min 41 sec,Melee
Wooden Low Wall,TorchLit,325,54 min 38 sec,Melee
Wooden Low Wall,Torch,97,55 min 46 sec,Melee
Wooden Low Wall,TorchLit,179,30 min 3 sec,Melee
Wooden Low Wall,Wooden Spear,59,25 min 58 sec,Melee
Wooden Low Wall,Wooden Spear,6,2 min 35 sec,Melee
Stone Low Wall,40mm HE Grenade,29,33 sec,Explosive
Stone Low Wall,40mm HE Grenade,27,32 sec,Explosive
Stone Low Wall,Rocket,4,18 sec,Explosive
Stone Low Wall,High Velocity Rocket,32,3 min 6 sec,Explosive
Stone Low Wall,High Velocity Rocket,31,3 min ,Explosive
Stone Low Wall,Timed Explosive Charge,2,11 sec,Explosive
Stone Low Wall,Beancan Grenade ,46,2 min 55 sec,Explosive
Stone Low Wall,F1 Grenade ,182,9 min 8 sec,Explosive
Stone Low Wall,Satchel Charge,10,22 sec,Explosive
Stone Low Wall,Explosive 5.56 Rifle Ammo,185,1 min 18 sec,Explosive
Stone Low Wall,Explosive 5.56 Rifle Ammo,173,1 min 12 sec,Explosive
Stone Low Wall,Flashlight,1283,4 hours 59 min 9 sec,Melee
Stone Low Wall,Flashlight,129,29 min 55 sec,Melee
Stone Low Wall,Jackhammer,88,18 min 7 sec,Melee
Stone Low Wall,JackhammerWorkbench Refill,5,27 min 2 sec,Melee
Stone Low Wall,Jackhammer,9,1 min 48 sec,Melee
Stone Low Wall,JackhammerWorkbench Refill,1,2 min 10 sec,Melee
Stone Low Wall,Bone Club,869,4 hours 17 min 31 sec,Melee
Stone Low Wall,Bone Club,87,25 min 44 sec,Melee
Stone Low Wall,Bone Knife,373,1 hour 50 min 22 sec,Melee
Stone Low Wall,Bone Knife,36,11 min ,Melee
Stone Low Wall,Chainsaw,695,1 hour 21 min ,Melee
Stone Low Wall,Chainsaw,70,8 min 5 sec,Melee
Stone Low Wall,Salvaged Cleaver,209,2 hours 22 min 22 sec,Melee
Stone Low Wall,Salvaged Cleaver,21,14 min 14 sec,Melee
Stone Low Wall,Hatchet,150,2 hours 32 min 29 sec,Melee
Stone Low Wall,Hatchet,15,15 min 14 sec,Melee
Stone Low Wall,Combat Knife,314,52 min 50 sec,Melee
Stone Low Wall,Combat Knife,32,5 min 17 sec,Melee
Stone Low Wall,Mace,264,2 hours 51 min 3 sec,Melee
Stone Low Wall,Mace,27,17 min 6 sec,Melee
Stone Low Wall,Machete,275,2 hours 3 min 37 sec,Melee
Stone Low Wall,Machete,28,12 min 22 sec,Melee
Stone Low Wall,Paddle,194,2 hours 56 min 50 sec,Melee
Stone Low Wall,Paddle,19,17 min 40 sec,Melee
Stone Low Wall,Pickaxe,72,1 hour 45 min 21 sec,Melee
Stone Low Wall,Pickaxe,7,10 min 31 sec,Melee
Stone Low Wall,Rock,736,9 hours 13 min 55 sec,Melee
Stone Low Wall,Rock,74,55 min 23 sec,Melee
Stone Low Wall,Salvaged Axe,94,1 hour 51 min 13 sec,Melee
Stone Low Wall,Salvaged Axe,10,11 min 7 sec,Melee
Stone Low Wall,Salvaged Hammer,116,2 hours 20 min 49 sec,Melee
Stone Low Wall,Salvaged Hammer,12,14 min 5 sec,Melee
Stone Low Wall,Salvaged Icepick,64,1 hour 15 min 28 sec,Melee
Stone Low Wall,Salvaged Icepick,7,7 min 33 sec,Melee
Stone Low Wall,Stone Hatchet,642,4 hours 20 min 41 sec,Melee
Stone Low Wall,Stone Hatchet,65,26 min 4 sec,Melee
Stone Low Wall,Stone Pickaxe,340,2 hours 2 min 50 sec,Melee
Stone Low Wall,Stone Pickaxe,33,12 min 15 sec,Melee
Stone Low Wall,Stone Spear,260,1 hour 15 min 46 sec,Melee
Stone Low Wall,Stone Spear,26,7 min 34 sec,Melee
Stone Low Wall,Longsword,209,1 hour 54 min 36 sec,Melee
Stone Low Wall,Longsword,21,11 min 28 sec,Melee
Stone Low Wall,Salvaged Sword,157,1 hour 46 min 46 sec,Melee
Stone Low Wall,Salvaged Sword,16,10 min 40 sec,Melee
Stone Low Wall,Torch,1924,18 hours 35 min 23 sec,Melee
Stone Low Wall,TorchLit,7143,20 hours 2 min 22 sec,Melee
Stone Low Wall,Torch,193,1 hour 51 min 32 sec,Melee
Stone Low Wall,TorchLit,715,2 hours 14 sec,Melee
Stone Low Wall,Wooden Spear,236,1 hour 43 min 55 sec,Melee
Stone Low Wall,Wooden Spear,23,10 min 22 sec,Melee
Metal Low Wall,40mm HE Grenade,57,1 min 12 sec,Explosive
Metal Low Wall,40mm HE Grenade,56,1 min 12 sec,Explosive
Metal Low Wall,Rocket,8,42 sec,Explosive
Metal Low Wall,High Velocity Rocket,67,6 min 36 sec,Explosive
Metal Low Wall,Timed Explosive Charge,4,14 sec,Explosive
Metal Low Wall,Beancan Grenade ,112,7 min 2 sec,Explosive
Metal Low Wall,F1 Grenade ,993,49 min 41 sec,Explosive
Metal Low Wall,Satchel Charge,23,42 sec,Explosive
Metal Low Wall,Explosive 5.56 Rifle Ammo,400,2 min 51 sec,Explosive
Metal Low Wall,Explosive 5.56 Rifle Ammo,399,2 min 51 sec,Explosive
Metal Low Wall,Flashlight,5129,19 hours 56 min 35 sec,Melee
Metal Low Wall,Flashlight,513,1 hour 59 min 39 sec,Melee
Metal Low Wall,Jackhammer,439,1 hour 30 min 38 sec,Melee
Metal Low Wall,JackhammerWorkbench Refill,25,2 hours 17 min 50 sec,Melee
Metal Low Wall,Jackhammer,44,9 min 3 sec,Melee
Metal Low Wall,JackhammerWorkbench Refill,3,13 min 16 sec,Melee
Metal Low Wall,Bone Club,3473,17 hours 10 min 5 sec,Melee
Metal Low Wall,Bone Club,348,1 hour 43 min ,Melee
Metal Low Wall,Bone Knife,1737,8 hours 35 min 2 sec,Melee
Metal Low Wall,Bone Knife,167,51 min 22 sec,Melee
Metal Low Wall,Chainsaw,2778,5 hours 24 min 3 sec,Melee
Metal Low Wall,Chainsaw,278,32 min 23 sec,Melee
Metal Low Wall,Salvaged Cleaver,834,9 hours 29 min 27 sec,Melee
Metal Low Wall,Salvaged Cleaver,84,56 min 57 sec,Melee
Metal Low Wall,Hatchet,598,10 hours 9 min 57 sec,Melee
Metal Low Wall,Hatchet,59,1 hour 58 sec,Melee
Metal Low Wall,Combat Knife,1466,4 hours 6 min 38 sec,Melee
Metal Low Wall,Combat Knife,147,24 min 39 sec,Melee
Metal Low Wall,Mace,1053,11 hours 24 min 12 sec,Melee
Metal Low Wall,Mace,106,1 hour 8 min 25 sec,Melee
Metal Low Wall,Machete,1099,8 hours 14 min 30 sec,Melee
Metal Low Wall,Machete,110,49 min 27 sec,Melee
Metal Low Wall,Paddle,776,11 hours 47 min 22 sec,Melee
Metal Low Wall,Paddle,76,1 hour 10 min 42 sec,Melee
Metal Low Wall,Pickaxe,345,8 hours 25 min 44 sec,Melee
Metal Low Wall,Pickaxe,35,50 min 34 sec,Melee
Metal Low Wall,Rock,2942,36 hours 55 min 41 sec,Melee
Metal Low Wall,Rock,295,3 hours 41 min 34 sec,Melee
Metal Low Wall,Salvaged Axe,397,7 hours 49 min 34 sec,Melee
Metal Low Wall,Salvaged Axe,39,46 min 56 sec,Melee
Metal Low Wall,Salvaged Hammer,463,9 hours 23 min 16 sec,Melee
Metal Low Wall,Salvaged Hammer,46,56 min 19 sec,Melee
Metal Low Wall,Salvaged Icepick,298,5 hours 52 min 10 sec,Melee
Metal Low Wall,Salvaged Icepick,30,35 min 12 sec,Melee
Metal Low Wall,Stone Hatchet,2565,17 hours 22 min 44 sec,Melee
Metal Low Wall,Stone Hatchet,257,1 hour 44 min 16 sec,Melee
Metal Low Wall,Stone Pickaxe,1611,9 hours 42 min 24 sec,Melee
Metal Low Wall,Stone Pickaxe,155,58 min 7 sec,Melee
Metal Low Wall,Stone Spear,1299,6 hours 18 min 47 sec,Melee
Metal Low Wall,Stone Spear,130,37 min 52 sec,Melee
Metal Low Wall,Longsword,834,7 hours 38 min 21 sec,Melee
Metal Low Wall,Longsword,84,45 min 51 sec,Melee
Metal Low Wall,Salvaged Sword,625,7 hours 7 min 4 sec,Melee
Metal Low Wall,Salvaged Sword,61,42 min 40 sec,Melee
Metal Low Wall,Torch,7693,74 hours 21 min 32 sec,Melee
Metal Low Wall,TorchLit,28572,80 hours 9 min 31 sec,Melee
Metal Low Wall,Torch,770,7 hours 26 min 9 sec,Melee
Metal Low Wall,TorchLit,2858,8 hours 57 sec,Melee
Metal Low Wall,Wooden Spear,1177,8 hours 39 min 36 sec,Melee
Metal Low Wall,Wooden Spear,118,51 min 57 sec,Melee
Armored Low Wall,40mm HE Grenade,114,2 min 26 sec,Explosive
Armored Low Wall,40mm HE Grenade,111,2 min 24 sec,Explosive
Armored Low Wall,Rocket,15,1 min 24 sec,Explosive
Armored Low Wall,High Velocity Rocket,134,13 min 18 sec,Explosive
Armored Low Wall,Timed Explosive Charge,8,20 sec,Explosive
Armored Low Wall,Beancan Grenade ,223,13 min 58 sec,Explosive
Armored Low Wall,F1 Grenade ,1986,1 hour 39 min 20 sec,Explosive
Armored Low Wall,Satchel Charge,46,1 min 16 sec,Explosive
Armored Low Wall,Explosive 5.56 Rifle Ammo,799,5 min 46 sec,Explosive
Armored Low Wall,Explosive 5.56 Rifle Ammo,798,5 min 46 sec,Explosive
Armored Low Wall,Flashlight,10257,39 hours 53 min 10 sec,Melee
Armored Low Wall,Flashlight,1026,3 hours 59 min 19 sec,Melee
Armored Low Wall,Jackhammer,878,3 hours 1 min 17 sec,Melee
Armored Low Wall,JackhammerWorkbench Refill,49,4 hours 35 min 40 sec,Melee
Armored Low Wall,Jackhammer,87,18 min 6 sec,Melee
Armored Low Wall,JackhammerWorkbench Refill,5,26 min 50 sec,Melee
Armored Low Wall,Bone Club,6945,34 hours 20 min 10 sec,Melee
Armored Low Wall,Bone Club,695,3 hours 26 min ,Melee
Armored Low Wall,Bone Knife,3473,17 hours 10 min 5 sec,Melee
Armored Low Wall,Bone Knife,334,1 hour 42 min 46 sec,Melee
Armored Low Wall,Chainsaw,5556,10 hours 48 min 8 sec,Melee
Armored Low Wall,Chainsaw,556,1 hour 4 min 48 sec,Melee
Armored Low Wall,Salvaged Cleaver,1667,18 hours 58 min 54 sec,Melee
Armored Low Wall,Salvaged Cleaver,167,1 hour 53 min 54 sec,Melee
Armored Low Wall,Hatchet,1195,20 hours 19 min 54 sec,Melee
Armored Low Wall,Hatchet,118,2 hours 1 min 57 sec,Melee
Armored Low Wall,Combat Knife,2931,8 hours 13 min 17 sec,Melee
Armored Low Wall,Combat Knife,294,49 min 20 sec,Melee
Armored Low Wall,Mace,2106,22 hours 48 min 25 sec,Melee
Armored Low Wall,Mace,211,2 hours 16 min 50 sec,Melee
Armored Low Wall,Machete,2198,16 hours 29 min ,Melee
Armored Low Wall,Machete,220,1 hour 38 min 54 sec,Melee
Armored Low Wall,Paddle,1551,23 hours 34 min 43 sec,Melee
Armored Low Wall,Paddle,152,2 hours 21 min 24 sec,Melee
Armored Low Wall,Pickaxe,690,16 hours 51 min 29 sec,Melee
Armored Low Wall,Pickaxe,69,1 hour 41 min 8 sec,Melee
Armored Low Wall,Rock,5883,73 hours 51 min 22 sec,Melee
Armored Low Wall,Rock,589,7 hours 23 min 8 sec,Melee
Armored Low Wall,Salvaged Axe,794,15 hours 39 min 9 sec,Melee
Armored Low Wall,Salvaged Axe,78,1 hour 33 min 53 sec,Melee
Armored Low Wall,Salvaged Hammer,926,18 hours 46 min 32 sec,Melee
Armored Low Wall,Salvaged Hammer,92,1 hour 52 min 38 sec,Melee
Armored Low Wall,Salvaged Icepick,596,11 hours 44 min 22 sec,Melee
Armored Low Wall,Salvaged Icepick,59,1 hour 10 min 25 sec,Melee
Armored Low Wall,Stone Hatchet,5129,34 hours 45 min 28 sec,Melee
Armored Low Wall,Stone Hatchet,513,3 hours 28 min 32 sec,Melee
